time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039868525535552847,31001.0
0.03,0.0008955375882218721,31030.0
0.04,0.0015904853705000878,31030.0
0.05,0.0024817554740936324,31030.0
0.06,0.0035667420431392772,31030.0
0.07,0.004841783497052065,31030.0
0.08,0.006301920194203696,314682.0
0.09,0.0079422870428683,316250.0
0.1,0.009759654717515174,316250.0
0.11,0.01175033886485064,316250.0
0.12,0.013909900445788062,316250.0
0.13,0.016233050910372505,316250.0
0.14,0.018713545538643572,316250.0
0.15,0.021344073799975605,316250.0
0.16,0.024116157736734006,1.423835e6
0.17,0.027020353395557396,1.463786e6
0.18,0.030047047634711048,1.463786e6
0.19,0.033186622358035885,1.463786e6
0.2,0.036429315111929796,1.463803e6
