time,expectation
0.01,0.009897792499858383
0.02,0.019584281517104812
0.03,0.029051054628670653
0.04,0.03829042937212125
0.05,0.04729533344343284
0.06,0.05606087269320662
0.07,0.06458410043096181
0.08,0.07286307977668591
0.09,0.08089680630588442
0.1,0.08868512632272246
0.11,0.09622865319630379
0.12,0.10352868404668861
0.13,0.11058711880824966
0.14,0.11740638534291355
0.15,0.12398942651597479
0.16,0.13033982660286222
0.17,0.13646187430160656
0.18,0.14236045762993363
0.19,0.14804094232496173
0.2,0.15350906223074484
