time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039868525535552847,1713.0
0.03,0.0008915257150859551,1713.0
0.04,0.0015704259233470356,1713.0
0.05,0.002423938287923119,1713.0
0.06,0.0034375298678903103,31001.0
0.07,0.004625663207362905,31030.0
0.08,0.006001835852201511,31030.0
0.09,0.007559301139027734,31030.0
0.1,0.009289838876334349,31030.0
0.11,0.0111835651849466,31030.0
0.12,0.013228789310821156,31030.0
0.13,0.01541193862199752,31030.0
0.14,0.017717569290704317,31030.0
0.15,0.020128474472288212,31030.0
0.16,0.02262589443079073,31030.0
0.17,0.02518982462544869,399454.0
0.18,0.027805065543004243,400915.0
0.19,0.030478011486524924,401400.0
0.2,0.03321455139282486,401400.0
